"Pk","Player","College","draft_year","athlete_id","team_id","athlete_position_name","athlete_headshot_href","team_location","team_logo","minutes","field_goals_made","field_goals_attempted","three_point_field_goals_made","three_point_field_goals_attempted","free_throws_made","free_throws_attempted","offensive_rebounds","defensive_rebounds","rebounds","assists","steals","blocks","turnovers","fouls","points","games"
40,"Will Barton","Memphis",2012,51259,235,"Guard",NA,"Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",35.31,6.57,12.91,1.06,3.06,3.83,5.11,2,5.97,7.97,2.89,1.43,0.71,2.14,2.11,18.03,35
41,"Tyshawn Taylor","Kansas",2012,41766,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",33.42,5.84,12.18,1.5,3.87,3.45,4.95,0.18,2.18,2.37,4.71,1.29,0.16,3.5,1.97,16.63,38
42,"Doron Lamb","Kentucky",2012,51543,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",31.23,4.38,9.22,1.9,4.08,3.08,3.72,0.38,2.33,2.7,1.5,0.48,0.05,1.1,1.8,13.72,40
43,"Mike Scott","Virginia",2012,36117,258,"Forward",NA,"Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",31.22,6.72,11.94,0.19,0.62,4.34,5.38,2.19,6.09,8.28,1.16,0.66,0.47,2.09,1.75,17.97,32
44,"Kim English","Missouri",2012,41075,142,"Guard",NA,"Missouri","https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",33.57,4.89,9.37,2.23,4.86,2.49,3.43,0.86,3.37,4.23,1.6,1.29,0.29,1.69,2.37,14.49,35
45,"Justin Hamilton","LSU",2012,41070,99,"Center",NA,"LSU","https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",30,4.79,9.7,0.09,0.36,3.24,4.15,3.3,3.91,7.21,0.91,0.76,1.3,1.73,2.52,12.91,33
46,"Darius Miller","Kentucky",2012,41836,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",26.08,3.58,7.55,1.4,3.72,1.38,1.73,0.9,1.85,2.75,2.05,0.82,0.32,1.45,2.17,9.93,40
47,"Kevin Murphy","Tennessee Technological University",2012,42155,2635,"Guard",NA,"Tennessee Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png",34.61,7.23,16.48,2.45,5.84,3.65,5.13,0.87,4.45,5.32,2.32,0.81,0.23,3.35,2.16,20.55,31
49,"Kyle O'Quinn","Norfolk State",2012,43058,2450,"Center",NA,"Norfolk State","https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png",31.43,5.69,9.8,0.17,0.86,4.46,6.4,3.11,7.14,10.26,1.43,0.66,2.6,2.71,3.2,16,35
51,"Kris Joseph","Syracuse",2012,41523,183,"Forward",NA,"Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",32.22,4.43,10.54,1.38,4,3.16,4.24,1.51,3.19,4.7,1.51,1.35,0.62,1.49,1.68,13.41,37
55,"Darius Johnson-Odom","Marquette",2012,45571,269,"Guard",NA,"Marquette","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",32.94,6.18,13.82,2.26,5.88,3.71,4.85,0.65,2.85,3.5,2.74,0.94,0.12,2.35,2,18.32,34
59,"Marcus Denmon","Missouri",2012,41072,142,"Guard",NA,"Missouri","https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",34.63,5.71,12.43,2.83,6.94,3.43,3.83,1,4.03,5.03,2.11,1.54,0.03,1.17,0.97,17.69,35
60,"Robert Sacre","Gonzaga",2012,36392,2250,"Center",NA,"Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",26.27,3.55,6.94,0,0.06,4.55,5.97,2.03,4.27,6.3,0.73,0.36,1.42,1.82,2.18,11.64,33
1,"Anthony Bennett","UNLV",2013,61902,2439,"Forward",NA,"UNLV","https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png",27.14,5.77,10.83,1.03,2.74,3.54,5.06,2.46,5.69,8.14,0.97,0.69,1.23,1.86,2.29,16.11,35
2,"Victor Oladipo","Indiana",2013,51480,84,"Guard",NA,"Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",28.36,5.06,8.44,0.83,1.89,2.69,3.61,2.58,3.75,6.33,2.06,2.17,0.78,2.28,2.47,13.64,36
3,"Otto Porter Jr.","Georgetown",2013,56909,46,"Forward",NA,"Georgetown","https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",35.39,5.42,11.29,1.39,3.29,3.94,5.06,1.77,5.71,7.48,2.71,1.84,0.9,1.52,1.97,16.16,31
4,"Cody Zeller","Indiana",2013,56224,84,"Forward",NA,"Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",29.53,5.53,9.83,0,0.06,5.44,7.19,2.83,5.22,8.06,1.31,1.03,1.25,2.25,2.22,16.5,36
5,"Alex Len","Maryland",2013,57379,120,"Center",NA,"Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",26.42,4.55,8.53,0.03,0.21,2.76,4.03,2.87,4.97,7.84,0.97,0.21,2.05,1.58,2.66,11.89,38
6,"Nerlens Noel","Kentucky",2013,61840,96,"Forward",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",31.88,4.08,6.92,0,0,2.29,4.33,2.71,6.75,9.46,1.58,2.08,4.42,1.88,2.58,10.46,24
7,"Ben McLemore","Kansas",2013,56652,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",32.19,5.35,10.81,1.97,4.7,3.24,3.73,1.27,3.92,5.19,1.97,1,0.68,2.08,1.86,15.92,37
8,"Kentavious Caldwell-Pope","Georgia",2013,56346,61,"Guard",NA,"Georgia","https://a.espncdn.com/i/teamlogos/ncaa/500/61.png",33.94,5.81,13.44,2.62,7.03,4.22,5.28,1.16,5.91,7.06,1.81,2.03,0.53,2,2.19,18.47,32
9,"Trey Burke","Michigan",2013,56670,130,"Guard",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",35.33,6.64,14.36,1.95,5.08,3.41,4.26,0.54,2.64,3.18,6.67,1.59,0.51,2.21,1.87,18.64,39
10,"CJ McCollum","Lehigh",2013,46502,2329,"Guard",NA,"Lehigh","https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png",31,8,16.17,2.75,5.33,5.17,6.08,1,4,5,2.92,1.42,0.33,2.67,1.75,23.92,12
11,"Michael Carter-Williams","Syracuse",2013,56995,183,"Guard",NA,"Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",35.2,3.88,9.85,0.88,3,3.22,4.65,1.27,3.6,4.88,7.3,2.78,0.48,3.4,2.3,11.85,40
12,"Steven Adams","Pitt",2013,61218,221,"Center",NA,"Pittsburgh","https://a.espncdn.com/i/teamlogos/ncaa/500/221.png",23.41,3.12,5.47,0,0,0.97,2.19,2.81,3.53,6.34,0.62,0.66,2.03,1.09,1.62,7.22,32
13,"Kelly Olynyk","Gonzaga",2013,46207,2250,"Forward",NA,"Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",26.41,6.72,10.69,0.28,0.94,4.12,5.31,2.41,4.94,7.34,1.72,0.69,1.12,2.41,2.25,17.84,32
14,"Shabazz Muhammad","UCLA",2013,61732,26,"Guard/Forward",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",30.84,6.31,14.25,1.25,3.31,4,5.62,2.72,2.5,5.22,0.84,0.72,0.12,1.59,1.66,17.88,32
18,"Shane Larkin","Miami (FL)",2013,57804,2390,"Guard",NA,"Miami","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",36.42,5.08,10.61,1.92,4.72,2.42,3.11,0.47,3.36,3.83,4.56,1.97,0.11,2.28,1.64,14.5,36
20,"Tony Snell","New Mexico",2013,51162,167,"Guard",NA,"New Mexico","https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",31.23,4.11,9.74,1.83,4.69,2.46,2.91,0.4,2.23,2.63,2.89,0.83,0.49,2.06,1.31,12.51,35
21,"Gorgui Dieng","Louisville",2013,51476,97,"Center",NA,"Louisville","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",31.09,3.79,7.09,0,0,2.21,3.39,3.42,5.97,9.39,2,1.33,2.52,1.79,2.58,9.79,33
22,"Mason Plumlee","Duke",2013,45913,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",34.67,6.14,10.25,0,0,4.81,7.06,2.75,7.22,9.97,1.94,1,1.44,2.86,2.56,17.08,36
23,"Solomon Hill","Arizona",2013,45855,12,"Forward",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",32.97,4.51,9.86,1.63,4.17,2.71,3.54,1.74,3.6,5.34,2.71,1.14,0.57,2.2,2.17,13.37,35
24,"Tim Hardaway Jr.","Michigan",2013,51270,130,"Guard",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",34.84,5.29,12.11,1.92,5.13,2.03,2.92,0.24,4.42,4.66,2.45,0.68,0.45,1.87,1.92,14.53,38
25,"Reggie Bullock","UNC",2013,51384,153,"Guard/Forward",NA,"North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",31.43,4.91,10.17,2.51,5.77,1.6,2.09,2.03,4.43,6.46,2.89,1.26,0.29,1.23,1.43,13.94,35
26,"Andre Roberson","Colorado",2013,51029,38,"Forward",NA,"Colorado","https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",33.42,4.26,8.87,0.61,1.87,1.74,3.16,2.97,8.23,11.19,1.42,2.16,1.32,2.39,2.52,10.87,31
29,"Archie Goodwin","Kentucky",2013,61841,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",31.76,4.76,10.82,0.52,1.94,4.09,6.42,1.45,3.15,4.61,2.67,1.09,0.45,3.06,2.94,14.12,33
31,"Allen Crabbe","California",2013,51022,25,"Guard",NA,"California","https://a.espncdn.com/i/teamlogos/ncaa/500/25.png",36.21,6.52,14.18,1.94,5.58,3.42,4.21,1,5.06,6.06,2.64,1.12,0.7,2.52,2.09,18.39,33
33,"Carrick Felix","Arizona State",2013,51084,9,"Guard/Forward",NA,"Arizona State","https://a.espncdn.com/i/teamlogos/ncaa/500/9.png",35.29,5.4,10.8,1.49,3.97,2.31,3.49,2.09,6.06,8.14,1.63,1.43,1.11,2,3,14.6,35
34,"Isaiah Canaan","Murray State",2013,45836,93,"Guard",NA,"Murray State","https://a.espncdn.com/i/teamlogos/ncaa/500/93.png",36.48,6.94,16.1,3.03,8.19,4.9,5.97,0.61,2.94,3.55,4.29,1.52,0.13,3.16,1.87,21.81,31
36,"Ray McCallum","Detroit Mercy",2013,52079,2174,"Guard",NA,"Detroit Mercy","https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png",36.61,6.48,13.21,1.27,3.94,4.45,6.21,1.3,3.76,5.06,4.45,1.94,0.61,2.06,2,18.7,33
37,"Tony Mitchell","University of North Texas",2013,56567,249,"Forward",NA,"North Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/249.png",32.45,4.45,10.13,0.94,3.19,3.26,4.87,2.45,6,8.45,0.81,1,2.71,2.42,2.84,13.1,31
38,"Nate Wolters","South Dakota State",2013,46740,2571,"Guard",NA,"South Dakota State","https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png",38.06,7.33,15.12,1.94,5.12,5.67,6.97,1.09,4.48,5.58,5.85,1.73,0.12,2.33,1.55,22.27,33
39,"Jeff Withey","Kansas",2013,40989,2305,"Center",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",30.92,5,8.59,0.03,0.03,3.7,5.19,2.14,6.38,8.51,0.95,0.76,3.95,1.97,2.08,13.73,37
40,"Grant Jerrett","Arizona",2013,61550,12,"Forward",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",17.82,1.85,4.53,0.94,2.32,0.53,0.65,1.09,2.5,3.59,0.53,0.47,0.97,0.56,1.29,5.18,34
41,"Jamaal Franklin","San Diego State",2013,51842,21,"Guard",NA,"San Diego State","https://a.espncdn.com/i/teamlogos/ncaa/500/21.png",33.06,5.12,12.39,1.27,4.55,5.45,6.94,1.7,7.76,9.45,3.3,1.61,0.79,3.39,2.58,16.97,33
42,"Pierre Jackson","Baylor",2013,56613,239,"Center",NA,"Baylor","https://a.espncdn.com/i/teamlogos/ncaa/500/239.png",34.78,6,14.06,2.44,6.81,5.33,6.67,0.67,3.08,3.75,7.08,1.5,0,3.39,2.22,19.78,36
44,"Mike Muscala","Bucknell",2013,46309,2083,"Center",NA,"Bucknell","https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png",31.74,6.68,13.12,0.12,0.47,5.26,6.68,2.88,8.24,11.12,2.29,0.5,2.35,1.71,2.18,18.74,34
46,"Erick Green","Virginia Tech",2013,45918,259,"Guard",NA,"Virginia Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/259.png",36.44,8.16,17.19,1.91,4.91,6.81,8.34,0.47,3.5,3.97,3.78,1.31,0.19,2.16,1.38,25.03,32
48,"Ryan Kelly","Duke",2013,45911,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",28.87,4.17,9.22,1.52,3.61,3,3.7,1.61,3.7,5.3,1.65,0.7,1.61,1,2.39,12.87,23
49,"Erik Murphy","Florida",2013,46070,57,"Forward/Center",NA,"Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",26.44,4.56,8.83,2,4.42,1.11,1.42,1.61,3.92,5.53,1.39,0.64,0.69,1.42,2.81,12.22,36
50,"James Ennis III","Cal State Long Beach",2013,56241,299,"Guard/Forward",NA,"Long Beach State","https://a.espncdn.com/i/teamlogos/ncaa/500/299.png",33.52,5.39,11.16,1.71,4.77,3.55,4.16,1.81,4.65,6.45,2.13,1.74,1.29,2.87,2.26,16.03,31
51,"Romero Osby","Oklahoma",2013,41835,201,"Forward",NA,"Oklahoma","https://a.espncdn.com/i/teamlogos/ncaa/500/201.png",28.72,5.44,10.34,0.28,0.53,4.81,6.06,2.06,4.97,7.03,1.25,0.62,0.84,1.31,2.44,15.97,32
52,"Lorenzo Brown","NC State",2013,45537,152,"Guard",NA,"NC State","https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",34.21,4.24,10.12,0.61,2.3,3.27,4.24,0.67,3.67,4.33,7.24,1.97,0.58,3.45,1.97,12.36,33
53,"Colton Iverson","Colorado State",2013,41566,36,"Forward/Center",NA,"Colorado State","https://a.espncdn.com/i/teamlogos/ncaa/500/36.png",29.51,5.23,8.77,0,0,3.74,6.34,3.34,6.43,9.77,1.31,0.57,0.71,1.97,2.6,14.2,35
54,"Arsalan Kazemi","Oregon",2013,45677,2483,"Forward",NA,"Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",29.03,3.23,5.43,0,0.03,2.91,4.31,2.8,7.2,10,1.37,2.03,0.66,1.49,1.89,9.37,35
56,"Peyton Siva","Louisville",2013,45951,97,"Guard",NA,"Louisville","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",31.18,3.48,8.6,0.95,3.3,2.12,2.45,0.3,2.05,2.35,5.7,2.25,0.15,2.65,2.58,10.03,40
57,"Alex Oriakhi","Missouri",2013,45946,142,"Forward",NA,"Missouri","https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",25.82,4.06,6.35,0,0,3.12,4.18,3.12,5.29,8.41,0.35,0.59,1.59,1.38,2.32,11.24,34
58,"Deshaun Thomas","Ohio State",2013,51406,194,"Forward",NA,"Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",35.38,7.03,15.78,1.95,5.65,3.81,4.57,1.7,4.24,5.95,1.3,0.51,0.3,1.41,1.46,19.81,37
1,"Andrew Wiggins","Kansas",2014,67429,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",32.8,5.4,12.06,1.23,3.6,5.03,6.49,2.17,3.69,5.86,1.54,1.17,0.97,2.29,2.69,17.06,35
2,"Jabari Parker","Duke",2014,66562,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",30.66,6.74,14.26,1.09,3.03,4.57,6.11,3,5.74,8.74,1.17,1.06,1.23,2.31,2.37,19.14,35
3,"Joel Embiid","Kansas",2014,67433,2305,"Center",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",23.11,3.82,6.11,0.04,0.18,3.5,5.11,2.32,5.79,8.11,1.36,0.89,2.57,2.36,3.36,11.18,28
4,"Aaron Gordon","Arizona",2014,66320,12,"Forward",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",30.37,4.97,10.05,0.42,1.18,2,4.74,2.68,5.29,7.97,1.97,0.89,1.03,1.45,2.37,12.37,38
6,"Marcus Smart","Oklahoma State",2014,61669,197,"Guard",NA,"Oklahoma State","https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",32.71,5.26,12.45,1.58,5.29,5.87,8.06,1.42,4.48,5.9,4.77,2.87,0.58,2.65,2.94,17.97,31
7,"Julius Randle","Kentucky",2014,66618,96,"Forward",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",30.82,4.9,9.8,0.07,0.45,5.1,7.22,3.5,6.92,10.43,1.43,0.5,0.78,2.52,2.28,14.97,40
8,"Nik Stauskas","Michigan",2014,61809,130,"Guard",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",35.58,5.14,10.94,2.56,5.78,4.67,5.67,0.42,2.5,2.92,3.28,0.56,0.31,1.86,1.31,17.5,36
9,"Noah Vonleh","Indiana",2014,66604,84,"Forward",NA,"Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",26.47,3.77,7.2,0.53,1.1,3.2,4.47,2.37,6.6,8.97,0.6,0.87,1.37,2.13,2.7,11.27,30
10,"Elfrid Payton","Louisiana",2014,56848,309,"Guard",NA,"Louisiana","https://a.espncdn.com/i/teamlogos/ncaa/500/309.png",35.91,6.77,13.31,0.4,1.54,5.26,8.63,2.31,3.69,6,5.94,2.29,0.6,3.63,2.37,19.2,35
11,"Doug McDermott","Creighton",2014,51586,156,"Forward",NA,"Creighton","https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",33.74,9.43,17.91,2.74,6.11,5.09,5.89,1.63,5.34,6.97,1.57,0.23,0.14,1.77,1.91,26.69,35
13,"Zach LaVine","UCLA",2014,66221,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",24.43,3.43,7.78,1.3,3.46,1.27,1.84,0.49,2.05,2.54,1.78,0.89,0.16,1.14,1.97,9.43,37
14,"T.J. Warren","NC State",2014,61159,152,"Forward",NA,"NC State","https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",35.37,9.77,18.63,0.89,3.31,4.46,6.46,3.23,3.91,7.14,1.14,1.8,0.6,2.37,2.77,24.89,35
15,"Adreian Payne","Michigan State",2014,51545,127,"Center",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",28.06,5.74,11.42,1.42,3.35,3.52,4.45,1.55,5.71,7.26,1.32,0.48,0.9,2.03,2.58,16.42,31
17,"James Young","Kentucky",2014,66613,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",32.4,4.58,11.25,2.05,5.88,3.12,4.42,1.02,3.25,4.28,1.68,0.75,0.2,1.88,2.08,14.32,40
18,"Tyler Ennis","Syracuse",2014,66601,183,"Guard",NA,"Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",35.74,4.35,10.59,0.88,2.5,3.35,4.38,0.79,2.59,3.38,5.53,2.12,0.18,1.71,2.03,12.94,34
19,"Gary Harris","Michigan State",2014,62613,127,"Guard",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",32.31,5.57,13,2.31,6.57,3.29,4.06,1.06,2.94,4,2.69,1.8,0.43,1.71,2.09,16.74,35
21,"Mitch McGary","Michigan",2014,61808,130,"Forward",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",24.62,3.75,6.88,0,0.25,2,3,2.88,5.38,8.25,1.5,1.88,0.75,1.62,3.12,9.5,8
22,"Jordan Adams","UCLA",2014,52785,2714,"Guard",NA,"Western State Colorado University","https://a.espncdn.com/i/teamlogos/ncaa/500/2714.png",27,3,10.5,0.5,5,3.5,3.5,0.5,3,3.5,2,0.5,0,2.5,0.5,10,2
22,"Jordan Adams","UCLA",2014,61730,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",30.06,5.78,11.92,1.44,4.06,4.39,5.25,1.86,3.47,5.33,2.33,2.64,0.14,1.5,2.17,17.39,36
23,"Rodney Hood","Duke",2014,56359,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",32.86,5.46,11.77,2.03,4.83,3.11,3.86,0.83,3.11,3.94,2.14,0.71,0.26,1.54,2.6,16.06,35
24,"Shabazz Napier","UConn",2014,51455,41,"Guard",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",35.1,5.32,12.4,2.17,5.38,5.18,5.95,0.95,4.9,5.85,4.88,1.82,0.32,2.85,2.1,18,40
29,"Josh Huestis","Stanford",2014,51363,24,"Forward",NA,"Stanford","https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",35.17,4.33,9.61,0.72,2.14,1.78,2.83,2.53,5.67,8.19,1.19,0.58,1.92,1.19,2.11,11.17,36
30,"Kyle Anderson","UCLA",2014,57262,48,"Guard",NA,"Delaware","https://a.espncdn.com/i/teamlogos/ncaa/500/48.png",34.74,3.57,9.06,2.43,6.46,1.4,1.8,0.86,2.83,3.69,0.91,0.83,0.31,0.83,2.6,10.97,35
30,"Kyle Anderson","UCLA",2014,61731,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",33.22,5.03,10.47,0.78,1.61,3.81,5.17,1.25,7.5,8.75,6.47,1.78,0.75,3.06,1.67,14.64,36
32,"KJ McDaniels","Clemson",2014,56631,228,"Forward",NA,"Clemson","https://a.espncdn.com/i/teamlogos/ncaa/500/228.png",33.67,5.81,12.64,1.17,3.83,4.28,5.08,2.39,4.69,7.08,1.58,1.14,2.78,2.31,2.22,17.06,36
33,"Joe Harris","Virginia",2014,51064,258,"Guard",NA,"Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",28.81,4.03,9.14,1.95,4.86,1.97,3.08,0.59,2.35,2.95,2.27,0.95,0.22,1.3,2.38,11.97,37
34,"Cleanthony Early","Wichita State",2014,62186,2724,"Forward",NA,"Wichita State","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png",27.42,5.19,10.69,1.83,4.89,4.19,4.97,1.33,4.58,5.92,0.75,0.81,0.78,1.94,2.31,16.42,36
35,"Jarnell Stokes","Tennessee",2014,61049,2633,"Forward",NA,"Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",32.41,5.38,10.14,0,0,4.32,6.22,4.19,6.41,10.59,2.03,0.7,0.92,2.08,1.97,15.08,37
36,"Johnny O'Bryant","LSU",2014,56357,99,"Forward",NA,"LSU","https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",29.88,5.82,11.91,0.03,0.06,3.55,5.55,2.97,4.7,7.67,1.55,0.52,0.91,3.15,3.21,15.21,33
37,"DeAndre Daniels","UConn",2014,56635,41,"Forward",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",29,4.95,10.55,1.32,3.16,1.84,2.34,1.45,4.55,6,0.45,0.68,1.42,1.47,2.37,13.05,38
38,"Spencer Dinwiddie","Colorado",2014,56288,38,"Guard",NA,"Colorado","https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",31.12,3.59,7.71,1.53,3.71,6,7,0.47,2.59,3.06,3.76,1.53,0.24,1.76,1.88,14.71,17
39,"Jerami Grant","Syracuse",2014,61822,183,"Forward",NA,"Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",31.41,4.16,8.38,0,0.16,3.75,5.56,2.44,4.34,6.78,1.38,0.81,0.56,1.16,2.34,12.06,32
40,"Glenn Robinson III","Michigan",2014,61806,130,"Forward",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",32.27,4.92,10.08,0.89,2.92,2.35,3.11,1.46,2.97,4.43,1.19,0.95,0.3,1.24,1.49,13.08,37
42,"Nick Johnson","Arizona",2014,56290,12,"Guard",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",32.18,5.39,12.45,1.63,4.45,3.84,4.92,0.82,3.24,4.05,2.82,1.13,0.66,1.68,2,16.26,38
44,"Markel Brown","Oklahoma State",2014,51493,197,"Forward",NA,"Oklahoma State","https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",35.32,5.59,11.82,1.62,4.26,4.38,5.71,1.06,4.21,5.26,2.91,1,1.03,1.62,2.53,17.18,34
45,"Dwight Powell","Stanford",2014,51365,24,"Forward",NA,"Stanford","https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",32.42,4.86,10.53,0.28,1.08,4.03,5.86,1.94,4.92,6.86,3.11,1.31,0.83,2.89,3.14,14.03,36
46,"Jordan Clarkson","Missouri",2014,51323,142,"Guard",NA,"Missouri","https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",35.09,5.97,13.37,0.91,3.26,4.63,5.57,0.8,3.03,3.83,3.37,1.09,0.17,2.66,2.17,17.49,35
47,"Russ Smith","Louisville",2014,51478,97,"Guard",NA,"Louisville","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",29.27,6.08,13,1.89,4.89,4.14,5.86,0.78,2.51,3.3,4.65,2,0.11,2.84,2.49,18.19,37
48,"Lamar Patterson","Pitt",2014,45577,221,"Guard",NA,"Pittsburgh","https://a.espncdn.com/i/teamlogos/ncaa/500/221.png",32.58,5.61,12.72,2.22,5.72,3.67,4.86,0.97,3.89,4.86,4.28,1.42,0.33,2.58,2.03,17.11,36
49,"Cameron Bairstow","New Mexico",2014,51163,167,"Forward",NA,"New Mexico","https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",32.91,6.97,12.53,0.03,0.09,6.44,8.76,2.24,5.15,7.38,1.56,0.56,1.5,2,2.12,20.41,34
50,"Alec Brown","Green Bay",2014,51135,2739,"Forward",NA,"Green Bay","https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png",30.3,5.5,11.57,1.4,3.33,2.93,4.03,2.1,3.6,5.7,1,0.5,3.13,2.17,2.23,15.33,30
55,"Semaj Christon","Xavier",2014,61188,2752,"Guard",NA,"Xavier","https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png",35.29,5.91,12.35,0.56,1.44,4.62,6.91,0.44,2.24,2.68,4.18,1.32,0.24,2.62,2.12,17,34
56,"Devyn Marble","Iowa",2014,51524,2294,"Guard",NA,"Iowa","https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png",30.21,5.55,13.21,1.58,4.52,4.3,6.03,0.79,2.42,3.21,3.58,1.82,0.21,1.73,1.94,16.97,33
58,"Jordan McRae","Tennessee",2014,51418,2633,"Guard",NA,"Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",32.19,6.03,13.84,2.14,6.08,4.51,5.73,0.7,2.76,3.46,2.46,0.68,1.03,2.08,2.11,18.7,37
