"Pk","Player","College","draft_year","athlete_id","team_id","athlete_position_name","athlete_headshot_href","team_location","team_logo","minutes","field_goals_made","field_goals_attempted","three_point_field_goals_made","three_point_field_goals_attempted","free_throws_made","free_throws_attempted","offensive_rebounds","defensive_rebounds","rebounds","assists","steals","blocks","turnovers","fouls","points","games"
15,"Justin Jackson","UNC",2017,4066373,120,"Forward",NA,"Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",27.85,3.55,8.09,1.39,3.18,2.03,2.91,1.76,4.27,6.03,0.94,0.88,0.79,1.64,2.18,10.52,33
16,"Justin Patton","Creighton",2017,3912332,156,"Center",NA,"Creighton","https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",25.29,5.71,8.46,0.23,0.43,1.29,2.49,1.69,4.54,6.23,1.17,0.86,1.43,1.71,2.74,12.94,35
17,"D.J. Wilson","Michigan",2017,3136491,130,"Forward",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",30.39,4.32,8.03,1.08,2.89,1.32,1.58,1.5,3.84,5.34,1.32,0.53,1.5,1.11,1.89,11.03,38
18,"T.J. Leaf","UCLA",2017,4066425,26,"Forward",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",29.94,6.71,10.89,0.77,1.66,2.06,3.03,2.23,5.97,8.2,2.43,0.63,1.11,1.49,2.54,16.26,35
19,"John Collins","Wake Forest",2017,3908845,154,"Forward",NA,"Wake Forest","https://a.espncdn.com/i/teamlogos/ncaa/500/154.png",26.31,7.03,11.34,0,0.03,4.88,6.62,3.75,6.09,9.84,0.53,0.62,1.62,1.84,3,18.94,32
20,"Harry Giles III","Duke",2017,4065649,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",11.54,1.73,3,0,0,0.46,0.92,1.58,2.27,3.85,0.35,0.35,0.65,0.69,2.23,3.92,26
22,"Jarrett Allen","Texas",2017,4066328,251,"Forward",NA,"Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",32.22,5.56,9.72,0,0.22,2.5,4.38,3,5.41,8.41,0.72,0.59,1.56,2.59,2.09,13.62,32
23,"OG Anunoby","Indiana",2017,3934719,84,"Forward",NA,"Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",25.12,4.25,7.62,0.88,2.81,1.69,3,1.75,3.69,5.44,1.44,1.31,1.31,1.62,2.06,11.06,16
24,"Tyler Lydon","Syracuse",2017,3934662,183,"Forward",NA,"Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",36.09,4.44,9.41,1.44,3.68,2.85,3.41,2.32,6.32,8.65,2.06,1.03,1.44,1.74,2.47,13.18,34
26,"Caleb Swanigan","Purdue",2017,3906671,2509,"Forward",NA,"Purdue","https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png",32.54,6.34,12.03,1.09,2.43,4.69,6,2.74,9.71,12.46,3.03,0.43,0.8,3.37,2.77,18.46,35
27,"Kyle Kuzma","Utah",2017,3134907,254,"Forward",NA,"Utah","https://a.espncdn.com/i/teamlogos/ncaa/500/254.png",30.61,6.18,12.32,0.96,2.89,2.93,4.32,2.75,6.61,9.36,2.46,0.61,0.39,2.14,1.57,16.25,28
28,"Tony Bradley","UNC",2017,4065673,153,"Forward",NA,"North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",14.61,2.68,4.68,0,0,1.71,2.76,2.58,2.55,5.13,0.61,0.26,0.58,0.66,1.82,7.08,38
29,"Derrick White","Colorado",2017,67845,38,"Guard",NA,"Colorado","https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",32.91,6.09,12,1.7,4.3,4.24,5.21,1,3.06,4.06,4.27,1.27,1.36,2.36,2.15,18.12,33
30,"Josh Hart","Villanova",2017,66173,222,"Guard",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",33.17,6.56,12.86,2.06,5.08,3.53,4.72,1.42,4.97,6.39,2.94,1.56,0.28,1.97,2.25,18.69,36
31,"Frank Jackson","Duke",2017,4065651,150,"Guard",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",24.86,3.69,7.81,1.42,3.58,2.14,2.83,0.64,1.86,2.5,1.69,0.56,0.06,1.36,2.36,10.94,36
32,"Davon Reed","Miami (FL)",2017,66130,2390,"Guard",NA,"Miami","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",35.3,4.88,11.27,2.39,6.03,2.73,3.27,0.85,3.94,4.79,2.39,1.3,0.48,2.03,1.58,14.88,33
33,"Wes Iwundu","Kansas State",2017,67249,2306,"Forward",NA,"Kansas State","https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png",31.26,4.26,8.97,0.91,2.44,3.26,4.29,1.03,5.29,6.32,3.35,1,0.35,2.32,1.76,12.71,34
34,"Frank Mason III","Kansas",2017,67430,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",36.17,6.69,13.67,2.28,4.83,5.25,6.61,0.61,3.56,4.17,5.19,1.31,0.06,2.39,2.03,20.92,36
35,"Ivan Rabb","California",2017,3917378,25,"Forward",NA,"California","https://a.espncdn.com/i/teamlogos/ncaa/500/25.png",32.65,4.87,10.06,0.26,0.65,4,6.03,3.03,7.42,10.45,1.55,0.68,1,2.16,3.1,14,31
37,"Semi Ojeleye","SMU",2017,66915,2567,"Forward",NA,"SMU","https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",34.14,6,12.31,2.09,4.91,4.91,6.26,2.29,4.57,6.86,1.51,0.43,0.4,1.43,1.77,19,35
38,"Jordan Bell","Oregon",2017,66207,2483,"Forward",NA,"Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",28.87,4.38,6.9,0.08,0.36,2.1,3,2.87,5.9,8.77,1.79,1.26,2.26,1.92,1.74,10.95,39
38,"Jordan Bell","Oregon",2017,4067766,2466,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4067766.png","Northwestern State","https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png",11.62,1.62,3.65,0.35,1.23,0.5,0.77,0.69,2.54,3.23,0.62,0.31,0.42,0.69,1.54,4.08,26
39,"Jawun Evans","Oklahoma State",2017,3912854,197,"Guard",NA,"Oklahoma State","https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",29.22,6.59,15.06,1.12,2.97,4.84,5.97,0.75,2.69,3.44,6.38,1.78,0.12,2.81,2.31,19.16,32
40,"Dwayne Bacon","Florida State",2017,3907821,52,"Guard",NA,"Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",28.8,6.31,13.97,1.63,4.89,2.97,3.94,1,3.2,4.2,1.74,1,0.11,2.03,1.57,17.23,35
41,"Tyler Dorsey","Oregon",2017,3915560,2483,"Guard",NA,"Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",29.97,4.85,10.38,2.26,5.33,2.69,3.56,0.85,2.62,3.46,1.72,0.77,0.1,1.51,1.46,14.64,39
42,"Thomas Bryant","Indiana",2017,3934723,84,"Center",NA,"Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",28.24,4.3,8.3,0.7,1.79,3.24,4.45,2.21,4.42,6.64,1.42,0.76,1.58,2.27,3.06,12.55,33
44,"Damyean Dotson","Oregon",2017,61674,248,"Guard",NA,"Houston","https://a.espncdn.com/i/teamlogos/ncaa/500/248.png",34.31,6.31,13.44,3.38,7.62,1.38,1.66,1.53,5.41,6.94,1.12,0.91,0.16,1.03,1.66,17.38,32
45,"Dillon Brooks","Oregon",2017,3155526,2483,"Forward",NA,"Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",25.31,5.89,12.06,1.63,4.06,2.71,3.6,1,2.23,3.23,2.71,1.09,0.46,2.06,2.77,16.11,35
46,"Sterling Brown","SMU",2017,66116,2567,"Guard",NA,"SMU","https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",32.66,4.6,10.03,1.74,3.89,2.49,3.14,1.57,4.91,6.49,3,1.43,0.54,1.94,2.6,13.43,35
47,"Ike Anigbogu","UCLA",2017,4066424,26,"Forward",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",13,1.97,3.48,0,0,0.79,1.48,1.41,2.62,4.03,0.21,0.17,1.21,0.83,2.48,4.72,29
48,"Sindarius Thornwell","South Carolina",2017,66270,2579,"Guard",NA,"South Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png",34.32,6.29,14.16,1.87,4.77,6.94,8.35,2.48,4.65,7.13,2.77,2.13,0.97,2.45,2.29,21.39,31
51,"Monte Morris","Iowa State",2017,66146,66,"Guard",NA,"Iowa State","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",35.34,6.17,13.29,1.54,4.09,2.54,3.17,1.14,3.69,4.83,6.2,1.51,0.29,1.2,1.46,16.43,35
52,"Edmond Sumner","Xavier",2017,3136485,2752,"Guard",NA,"Xavier","https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png",33.45,4.8,10.2,0.5,2.05,4.9,6.7,0.55,3.8,4.35,4.8,1.25,0.8,2.9,2.5,15,20
53,"Kadeem Allen","Arizona",2017,3134880,12,"Guard",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",29.97,3.15,6.94,0.94,2.21,2.53,3.41,0.35,3.68,4.03,2.97,1.56,0.62,1.91,2.44,9.76,34
54,"Alec Peters","Valparaiso",2017,66821,2674,"Forward",NA,"Valparaiso","https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png",35.14,7.52,16.14,2,5.52,5.93,6.69,2.55,7.55,10.1,2.21,0.79,0.38,2.45,2.21,22.97,29
55,"Nigel Williams-Goss","Gonzaga",2017,67814,2250,"Guard",NA,"Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",32.66,5.79,11.92,1.13,3.08,4.13,4.76,0.58,5.39,5.97,4.71,1.68,0.08,2.16,1.58,16.84,38
56,"Jabari Bird","California",2017,66327,25,"Guard",NA,"California","https://a.espncdn.com/i/teamlogos/ncaa/500/25.png",31.96,5.19,11.81,2.41,6.63,1.56,2.04,0.96,3.74,4.7,1.04,0.67,0.22,1.85,1.93,14.33,27
59,"Jaron Blossomgame","Clemson",2017,61835,228,"Forward",NA,"Clemson","https://a.espncdn.com/i/teamlogos/ncaa/500/228.png",34.28,6.59,13.25,0.75,2.88,3.56,5.06,1.81,4.41,6.22,1.56,0.81,0.84,1.72,1.66,17.5,32
1,"Deandre Ayton","Arizona",2018,4278129,12,"Forward",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",33.49,7.89,12.89,0.34,1,4,5.46,3.37,8.2,11.57,1.63,0.57,1.89,1.97,2.31,20.11,35
2,"Marvin Bagley III","Duke",2018,4277848,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",33.88,8.18,13.33,0.7,1.76,3.97,6.33,4,7.09,11.09,1.52,0.82,0.88,2.27,1.82,21.03,33
4,"Jaren Jackson Jr.","Michigan State",2018,4277961,127,"Forward",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",21.83,3.4,6.63,1.09,2.74,3.03,3.8,1.49,4.31,5.8,1.11,0.6,3.03,1.77,3.2,10.91,35
5,"Trae Young","Oklahoma",2018,4277905,201,"Guard",NA,"Oklahoma","https://a.espncdn.com/i/teamlogos/ncaa/500/201.png",35.41,8.16,19.31,3.69,10.25,7.38,8.56,0.44,3.47,3.91,8.72,1.69,0.25,5.22,1.78,27.38,32
6,"Mo Bamba","Texas",2018,4277919,251,"Forward",NA,"Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",30.2,4.87,9,0.47,1.7,2.7,3.97,3.2,7.33,10.53,0.5,0.77,3.7,1.53,2.53,12.9,30
7,"Wendell Carter Jr.","Duke",2018,4277847,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",26.95,4.84,8.62,0.51,1.24,3.35,4.54,2.95,6.11,9.05,2,0.81,2.05,2.03,2.84,13.54,37
8,"Collin Sexton","Alabama",2018,4277811,333,"Guard",NA,"Alabama","https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",29.91,5.94,13.27,1.33,3.97,5.94,7.64,1.03,2.73,3.76,3.61,0.85,0.09,2.79,2.45,19.15,33
9,"Kevin Knox II","Kentucky",2018,4278075,96,"Forward",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",32.38,5.3,11.89,1.54,4.51,3.43,4.43,0.89,4.51,5.41,1.43,0.84,0.27,2.3,2.22,15.57,37
10,"Mikal Bridges","Villanova",2018,3147657,222,"Guard",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",32.12,6.1,11.88,2.6,5.97,2.85,3.35,1.35,3.95,5.3,1.93,1.52,1.07,1.35,2.15,17.65,40
11,"Shai Gilgeous-Alexander","Kentucky",2018,4278073,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",33.73,4.95,10.19,0.62,1.54,3.86,4.73,0.89,3.24,4.14,5.11,1.65,0.49,2.7,1.68,14.38,37
12,"Miles Bridges","Michigan State",2018,4066383,127,"Guard",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",31.38,6.15,13.44,2.09,5.74,2.74,3.21,1.26,5.71,6.97,2.71,0.62,0.76,1.97,1.56,17.12,34
13,"Jerome Robinson","Boston College",2018,3943606,103,"Guard",NA,"Boston College","https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",36,7.11,14.66,2.31,5.66,4.17,5.03,0.49,3.11,3.6,3.31,0.86,0.14,2.74,2.49,20.71,35
14,"Michael Porter Jr.","Missouri",2018,4278104,142,"Forward",NA,"Missouri","https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",17.67,3.33,10,1,3.33,2.33,3,1.33,5.33,6.67,0.33,1,0.33,1,2,10,3
15,"Troy Brown Jr.","Oregon",2018,4278508,2483,"Forward",NA,"Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",31.23,4.09,9.2,0.91,3.14,2.23,3,1.51,4.69,6.2,3.17,1.57,0.2,2.46,2.23,11.31,35
16,"Zhaire Smith","Texas Tech",2018,4277923,2641,"Guard",NA,"Texas Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png",28.41,4.16,7.49,0.49,1.08,2.46,3.43,2.24,2.76,5,1.78,1.14,1.14,1.11,1.81,11.27,37
17,"Donte DiVincenzo","Villanova",2018,3934673,222,"Guard",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",29.25,4.7,9.78,2.12,5.3,1.9,2.67,1.15,3.6,4.75,3.48,1.05,0.2,1.98,2.08,13.43,40
18,"Lonnie Walker IV","Miami (FL)",2018,4277890,2390,"Guard",NA,"Miami","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",27.75,4.12,9.94,1.75,5.06,1.5,2.03,0.41,2.19,2.59,1.91,0.94,0.47,1.16,1.59,11.5,32
19,"Kevin Huerter","Maryland",2018,4066372,120,"Guard",NA,"Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",34.38,5.06,10.06,2.28,5.47,2.34,3.09,0.97,4.06,5.03,3.38,0.62,0.66,2.5,2.38,14.75,32
20,"Josh Okogie","Georgia Tech",2018,4065663,59,"Guard",NA,"Georgia Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",36.38,5.54,13.33,1.58,4.17,5.54,6.75,2.25,4,6.25,2.46,1.75,0.96,2.54,2.92,18.21,24
21,"Grayson Allen","Duke",2018,3135045,150,"Guard",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",35.65,4.89,11.7,2.76,7.46,2.92,3.43,0.54,2.78,3.32,4.65,1.73,0.05,2.14,2.14,15.46,37
22,"Chandler Hutchison","Boise State",2018,3149010,68,"Guard",NA,"Boise State","https://a.espncdn.com/i/teamlogos/ncaa/500/68.png",31,6.61,13.94,1.48,4.13,5.26,7.23,0.87,6.81,7.68,3.45,1.48,0.26,3.35,2.39,19.97,31
23,"Aaron Holiday","UCLA",2018,3922230,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",37.7,6.42,13.94,2.67,6.21,4.82,5.82,0.52,3.15,3.67,5.82,1.27,0.24,3.79,2.64,20.33,33
25,"Moritz Wagner","Michigan",2018,3150844,130,"Forward",NA,"Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",27.64,5.54,10.49,1.62,4.1,1.92,2.77,1.46,5.67,7.13,0.85,0.97,0.51,1.44,3.08,14.62,39
26,"Landry Shamet","Wichita State",2018,3914044,2724,"Guard",NA,"Wichita State","https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png",31.72,4.81,9.84,2.62,5.94,2.66,3.22,0.44,2.78,3.22,5.19,0.72,0.19,2.09,1.91,14.91,32
28,"Jacob Evans","Cincinnati",2018,3934621,2132,"Guard",NA,"Cincinnati","https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png",30.81,4.47,10.47,1.67,4.5,2.39,3.17,1.39,3.33,4.72,3.14,1.31,0.97,1.75,2,13,36
30,"Omari Spellman","Villanova",2018,4065836,222,"Forward",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",28.12,4,8.4,1.62,3.75,1.23,1.75,2.25,5.78,8.03,0.75,0.65,1.48,1,2.3,10.85,40
32,"Jevon Carter","West Virginia",2018,3133635,277,"Guard",NA,"West Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",35.49,5.81,13.76,2.08,5.3,3.59,4.19,0.78,3.86,4.65,6.65,3.03,0.35,2.65,3,17.3,37
33,"Jalen Brunson","Villanova",2018,3934672,222,"Guard",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",31.8,6.75,12.95,2.15,5.28,3.25,4.05,0.3,2.75,3.05,4.6,0.92,0.03,1.77,1.95,18.9,40
34,"Devonte' Graham","Kansas",2018,3133601,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",37.79,5.1,12.77,2.82,6.95,4.28,5.18,0.62,3.41,4.03,7.23,1.59,0.05,2.79,1.44,17.31,39
37,"Gary Trent Jr.","Duke",2018,4277843,150,"Guard",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",33.86,4.78,11.54,2.62,6.51,2.3,2.62,0.84,3.41,4.24,1.41,1.16,0.14,1.03,1.68,14.49,37
38,"Khyri Thomas","Creighton",2018,3912334,156,"Guard",NA,"Creighton","https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",31.7,5.58,10.36,1.88,4.58,2.03,2.58,1.06,3.3,4.36,2.79,1.7,0.24,1.79,1.88,15.06,33
41,"Jarred Vanderbilt","Kentucky",2018,4278077,96,"Forward",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",17,2.07,4.86,0,0.07,1.71,2.71,3.29,4.57,7.86,1,0.43,0.79,1.07,2.64,5.86,14
42,"Bruce Brown","Miami (FL)",2018,4065670,2390,"Guard",NA,"Miami","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",33.68,4.11,9.89,0.84,3.16,2.32,3.68,1.32,5.79,7.11,4,1.32,0.79,2.26,2.26,11.37,19
43,"Justin Jackson","Maryland",2018,4066373,120,"Forward",NA,"Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",29.36,3.36,9.18,0.91,3.64,2.18,2.64,2.45,5.64,8.09,1.91,0.82,0.82,2.91,1.36,9.82,11
45,"Hamidou Diallo","Kentucky",2018,4080610,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",24.81,3.62,8.46,0.7,2.08,2.08,3.38,0.89,2.76,3.65,1.24,0.76,0.35,1.38,2.59,10.03,37
47,"Svi Mykhailiuk","Kansas",2018,3133602,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",34.51,5.26,12.1,2.95,6.64,1.15,1.44,1.13,2.79,3.92,2.74,1.18,0.31,1.67,2.49,14.62,39
48,"Keita Bates-Diop","Ohio State",2018,3136779,194,"Forward",NA,"Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",33.09,7.26,15.15,1.94,5.41,3.29,4.15,1.53,7.18,8.71,1.65,0.91,1.65,1.82,1.68,19.76,34
49,"Chimezie Metu","USC",2018,3914283,30,"Forward",NA,"USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",30.97,6.03,11.53,0.35,1.18,3.26,4.47,1.88,5.56,7.44,1.56,0.79,1.74,2,2.56,15.68,34
50,"Alize Johnson","Missouri State",2018,4067045,2623,"Forward",NA,"Missouri State","https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png",31.15,5.21,12.12,1.24,4.42,3.33,4.39,3.15,8.48,11.64,2.85,0.45,0.42,2.24,2.09,15,33
51,"Tony Carr","Penn State",2018,4066404,213,"Guard",NA,"Penn State","https://a.espncdn.com/i/teamlogos/ncaa/500/213.png",35.35,6.62,16.22,2.38,5.49,3.97,4.97,0.89,4.05,4.95,5.03,0.81,0.3,2.3,1.84,19.59,37
52,"Vincent Edwards","Purdue",2018,3136989,2509,"Forward",NA,"Purdue","https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png",31.6,5.14,10.8,1.46,3.66,2.86,3.43,2.03,5.37,7.4,2.89,0.51,0.6,2.03,1.77,14.6,35
53,"Devon Hall","Virginia",2018,66138,258,"Guard",NA,"Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",32.06,3.88,8.56,1.68,3.88,2.24,2.5,0.35,3.85,4.21,3.15,0.85,0.15,1.03,1.41,11.68,34
54,"Shake Milton","SMU",2018,3915195,2567,"Guard",NA,"SMU","https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",36.36,5.59,12.45,2.55,5.86,4.27,5.05,0.64,4.05,4.68,4.36,1.41,0.64,2.27,1.73,18,22
56,"Ray Spalding","Louisville",2018,3908806,97,"Forward",NA,"Louisville","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",27.64,5.08,9.36,0.14,0.53,2.03,3.17,3.14,5.53,8.67,1.28,1.5,1.72,1.69,2.97,12.33,36
57,"Kevin Hervey","UT Arlington",2018,3143565,250,"Forward",NA,"UT Arlington","https://a.espncdn.com/i/teamlogos/ncaa/500/250.png",32.24,7.36,16.52,2.33,6.88,3.42,4.24,2.33,6.21,8.55,2.21,1.24,0.61,2.73,1.82,20.48,33
58,"Thomas Welsh","UCLA",2018,3155536,26,"Center",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",33.21,4.91,10.12,1.36,3.39,1.45,1.76,2.64,8.21,10.85,1.39,0.67,0.88,1.03,2.39,12.64,33
59,"George King","Colorado",2018,66205,38,"Guard",NA,"Colorado","https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",28.53,4.44,9.97,1.94,4.91,2.12,2.72,1.75,6.09,7.84,1.09,0.53,0.66,2,2.44,12.94,32
60,"Kostas Antetokounmpo","Dayton",2018,4066490,2168,"Forward",NA,"Dayton","https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png",15.1,2,3.48,0.07,0.52,1.14,2.21,0.83,2.03,2.86,0.45,0.24,1.07,1.34,2.28,5.21,29
1,"Zion Williamson","Duke",2019,4395628,150,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395628.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",30,8.97,13.18,0.73,2.15,3.94,6.15,3.52,5.36,8.88,2.06,2.12,1.79,2.36,2.06,22.61,33
2,"Ja Morant","Murray State",2019,4279888,93,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279888.png","Murray State","https://a.espncdn.com/i/teamlogos/ncaa/500/93.png",36.58,8.03,16.09,1.73,4.76,6.7,8.24,1.21,4.48,5.7,10.03,1.76,0.82,5.15,1.45,24.48,33
3,"RJ Barrett","Duke",2019,4395625,150,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395625.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",35.29,8.39,18.47,1.92,6.24,3.92,5.89,1.55,6.03,7.58,4.32,0.89,0.42,3.24,1.84,22.63,38
4,"De'Andre Hunter","Virginia",2019,4065732,258,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065732.png","Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",32.47,5.39,10.37,1.21,2.76,3.24,4.13,1.37,3.71,5.08,1.97,0.58,0.58,1.37,2,15.24,38
5,"Darius Garland","Vanderbilt",2019,4396907,238,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396907.png","Vanderbilt","https://a.espncdn.com/i/teamlogos/ncaa/500/238.png",27.8,5.8,10.8,2.2,4.6,2.4,3.2,0.4,3.4,3.8,2.6,0.8,0.4,3,1.4,16.2,5
6,"Jarrett Culver","Texas Tech",2019,4277928,2641,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277928.png","Texas Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png",32.47,6.68,14.5,1.29,4.24,3.87,5.47,1.42,4.97,6.39,3.74,1.5,0.55,2.71,1.92,18.53,38
7,"Coby White","UNC",2019,4395651,153,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395651.png","North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",28.54,5.37,12.69,2.34,6.63,2.97,3.71,0.34,3.2,3.54,4.09,1.09,0.31,2.66,1.94,16.06,35
8,"Jaxson Hayes","Texas",2019,4397077,251,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397077.png","Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",23.34,3.84,5.28,0,0,2.31,3.12,1.75,3.25,5,0.25,0.59,2.22,0.91,3.34,10,32
9,"Rui Hachimura","Gonzaga",2019,4066648,2250,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066648.png","Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",30.19,7.43,12.57,0.41,0.97,4.43,6,1.41,5.08,6.49,1.51,0.95,0.73,1.84,2,19.7,37
10,"Cam Reddish","Duke",2019,4395627,150,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395627.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",29.69,4.28,12,2.47,7.42,2.44,3.17,0.56,3.14,3.69,1.94,1.56,0.58,2.67,2.39,13.47,36
11,"Cameron Johnson","UNC",2019,3138196,153,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3138196.png","North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",29.94,5.86,11.58,2.67,5.83,2.5,3.06,1.81,3.94,5.75,2.39,1.19,0.28,1.5,1.47,16.89,36
12,"P.J. Washington","Kentucky",2019,4278078,96,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278078.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",29.26,5.43,10.4,0.94,2.23,3.37,5.09,2.31,5.23,7.54,1.8,0.83,1.23,1.97,2.46,15.17,35
13,"Tyler Herro","Kentucky",2019,4395725,96,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395725.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",32.62,5.03,10.89,1.62,4.57,2.35,2.51,0.41,4.08,4.49,2.46,1.08,0.32,1.62,1.27,14.03,37
