Rk,Yr,Ht,Player,Team,Conf,G,Role,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl
442,Sr,6-9,Filip Borovicanin,Xavier,BE,33,Stretch 4,77.2,2.7,3.2,4.1,2.7,1.4,110.8,104.8,20.1,49.3,53.1,6,21.3,23.9,16.1,1.7,2.1
443,Jr,6-10,Alvaro Folgueiras,Iowa,B10,37,Wing F,51.6,2.7,2.7,7.5,4.4,3.1,120.5,96.5,22.3,58.6,62.2,6.3,18.1,20.7,17.2,1.6,2.7
444,Sr,7-0,Isaac Johnson,Hawaii,BW,31,PF/C,53.3,2.7,2.8,6.7,4.5,2.2,117.4,97.1,29.1,55.9,62.1,10.6,19.7,11.5,16.5,4.9,1.5
445,So,6-5,Robert Hinton,Harvard,Ivy,28,Wing G,82.8,2.7,3.3,1.2,0.7,0.5,110.3,106,26.6,52.9,56.8,3.8,14.3,15.1,13.1,0.6,2.6
446,Sr,5-10,Austin Benigni,Navy,Pat,32,Scoring PG,91.8,2.7,3.3,0.8,1,-0.2,110.4,108.2,27.1,48.6,56.3,1.2,9.4,25.1,17.3,0.9,2.1
447,So,6-7,Dayan Nessah,Cleveland St.,Horz,23,Wing F,53.2,2.7,1.4,-0.5,1.4,-1.9,112.4,119.5,28.3,56.4,63,8.3,18.4,18.8,20.8,2.7,2.1
448,Sr,5-11,Kaden Metheny,Liberty,CUSA,30,Combo G,83.1,2.7,2.2,1,3.1,-2.1,115.9,116.1,19.4,60.9,61.7,0.7,9.7,16.5,12.3,0,1.4
449,Sr,6-5,Erik Pratt,Stony Brook,CAA,29,Combo G,83.4,2.7,2.7,0.1,1.4,-1.4,102.6,111.7,31.7,48.1,51.8,2.7,13.9,26.3,15.3,0.9,1.8
450,So,6-2,Cooper Campbell,Troy,SB,32,Scoring PG,83.8,2.7,2.7,2.2,1.9,0.2,118,111.5,19.4,53.7,57.2,4,7.4,23.5,16.9,0.2,2.5
451,Jr,6-6,Marcus Hall,Green Bay,Horz,29,Wing G,80.4,2.7,2,1.7,3.4,-1.6,118.6,117.9,19.5,59.1,62.7,2.6,15.5,14.4,14.1,0.8,0.5
452,So,6-5,Jadis Jones,Lindenwood,OVC,25,PF/C,72,2.7,3,2.4,2.1,0.4,116.7,109.5,21.2,55.5,57.1,10.7,16.1,15.2,12.2,2.4,2
453,So,6-2,Je'Shawn Stevenson,North Texas,Amer,31,Combo G,80.6,2.7,3.8,5.4,3.5,1.8,107.5,100.8,26.9,45,51.3,2.8,9.7,14.2,11.2,1.1,3.5
454,Sr,7-1,Vincent Iwuchukwu,Georgetown,BE,24,PF/C,40.4,2.7,2.8,4.4,2.9,1.5,114.1,99,23.8,56.6,61.7,10.5,19.6,4.7,16.7,4.2,2
455,Fr,6-4,Trey McKenney,Michigan,B10,40,Wing G,55,2.7,3.1,6,3.6,2.5,123.8,93.4,17.3,58.6,63.3,2.3,10.5,6.4,13.2,0.2,1
456,Jr,6-1,Tyshawn Archie,McNeese St.,Slnd,32,Scoring PG,64.3,2.7,2.8,6.6,4.9,1.7,112.9,103,27.2,50.6,54,1.8,6.8,23.1,13.3,2.1,3.8
457,Fr,5-10,Uriah Tenette,New Mexico,MWC,35,Scoring PG,67.4,2.7,3.2,3.6,1.1,2.5,118.3,100.7,19.1,47.9,53.8,3.7,7.5,18.2,10.1,0.3,2.9
458,Sr,6-7,Lajae Jones,Florida St.,ACC,33,Wing F,73.7,2.7,3.4,4.4,2.7,1.7,115,101.6,19.3,51.2,55.6,5.1,16.3,7,10.1,4,2.3
459,Sr,6-5,Jahari Long,George Mason,A10,32,Scoring PG,84.6,2.7,3.1,1.8,1.5,0.4,116,107.7,19.3,53.5,57.7,1.5,9.9,23.2,16.5,0.5,1.1
460,Fr,6-6,Braylon Mullins,Connecticut,BE,33,Wing G,57.8,2.7,4,5.4,2.6,2.9,111.2,93.1,20.1,52.4,54.4,3.8,10.8,9.5,13,2.6,2.2
461,So,5-10,Jaylen Washington,UT Rio Grande Valley,Slnd,31,Pure PG,67.2,2.7,2.4,2.2,1.4,0.8,120.4,109.2,20.6,55.1,59.8,3.9,5.9,28.9,16.7,0.5,2.5
462,Fr,6-7,Braden Frager,Nebraska,B10,33,Wing G,55.3,2.7,3.3,6.3,4,2.3,117.9,93.8,22,59.1,62.3,5,13.3,8.6,11.9,0.4,1.8
463,Sr,6-3,Dashon Gittens,Sacred Heart,MAAC,31,Wing G,82.8,2.7,2,1.6,1.6,0,118.7,117.5,19.4,57.6,61.4,6.2,13.4,16.7,16.4,2.7,2.4
464,Jr,6-6,Josh Scovens,Davidson,A10,31,Wing G,60.2,2.7,2.5,4.1,3.1,1,116.4,105.5,23.3,57.4,58.5,8.1,12.3,17.7,13,2.1,2.1
465,Sr,6-4,Melvin Council Jr.,Kansas,B12,35,Scoring PG,86.3,2.7,4.7,3.6,1,2.6,102.6,95.2,23.2,43.4,46.5,2.6,11.9,28,13.7,1,1.7
466,Sr,6-3,Alex Huibregtse,Bradley,MVC,33,Combo G,75.9,2.7,2.5,2.9,3.5,-0.5,120.8,110.5,17.5,60,61.5,1.4,10.7,10.9,10.5,0.7,1.5
467,Sr,6-3,Javon Jackson,Murray St.,MVC,33,Scoring PG,64.1,2.7,2,0.4,1.6,-1.3,108.2,112,31.2,49.2,54.6,1.7,8.1,23.4,16.6,0.2,2.5
468,Jr,6-8,Adam Olsen,South Alabama,SB,30,Wing F,86.3,2.7,2.6,1.1,2.7,-1.5,115.1,113.7,21.4,53.4,58,0.9,11.2,5.4,7.8,0.5,1.7
469,Jr,6-0,Mateo Esmeraldo,Lipscomb,ASun,30,Pure PG,76.6,2.7,2.7,1.6,0.9,0.7,123.4,108.8,19.4,50.2,55.7,2.6,11.8,38.4,15,0,2.8
470,Jr,6-2,"Rob Lee, Jr.",Lamar,Slnd,29,Combo G,71.5,2.7,2.1,1.8,3.1,-1.2,112.2,113,26,51.7,55.2,1.6,11.7,15.4,12.6,0.3,1.1
471,Sr,6-8,N.J. Benson,DePaul,BE,32,C,64.9,2.7,3.3,5,3.4,1.6,116.1,97.8,21.3,63.6,61.8,12,22.8,11.1,14.4,3.3,1
472,Jr,6-7,Mouhamed Dioubate,Kentucky,SEC,31,PF/C,46.3,2.7,3.1,6.3,3.1,3.2,121.3,93.3,19.5,55.9,58.8,11.8,16.7,8.4,11.4,5.2,2.6
473,Sr,6-10,Reed Bailey,Indiana,B10,32,PF/C,47.2,2.7,2.1,3.3,1.9,1.5,125.3,101.9,21,57.4,65,7.6,14.1,10.8,13.2,2,0.7
474,Jr,6-5,Jimmie Williams,Duquesne,A10,31,Combo G,74.7,2.7,3,3.6,2.6,1,111.8,105.7,23.6,53.3,56.4,3.2,14.5,18,14,0.4,3.1
475,So,6-6,Tyrone Riley IV,San Francisco,WCC,30,Wing G,75.3,2.7,2.9,2.6,2.1,0.5,116.6,108.3,17.9,54.1,56.3,4.9,12.7,8.4,9.4,1.5,1.9
476,Jr,6-9,David Fuchs,San Francisco,WCC,28,PF/C,53.1,2.7,2.4,2.8,3.4,-0.6,110.3,105.5,28.4,53.9,57.7,11.2,25.8,13.8,16.4,1.5,1.1
477,Sr,6-6,Logan Kinsey,Denver,Sum,29,Wing G,74.5,2.7,1.1,-1,1.2,-2.1,124.5,123.6,17.2,56.9,60.7,7.8,8.2,6,10.9,0.8,1.5
478,Sr,6-8,Keba Keita,BYU,B12,33,C,53.2,2.7,3.2,6.9,3.1,3.8,130.4,93.1,13,68,66.2,13.8,21.2,2.2,14.6,8.3,2.6
479,Jr,6-5,Ernest Shelton,Merrimack,MAAC,34,Wing G,91.1,2.7,2.9,0.8,1.8,-1.1,113.8,111.6,20.8,51.3,58,1.8,8.2,5.8,8.9,1.6,2
480,Sr,6-2,Justin Wright,UNC Asheville,BSth,29,Combo G,84.9,2.7,2.5,-0.4,0.5,-0.9,109.2,112.9,26.3,52.1,56.7,1.5,9,19.3,16.5,0.2,2
481,Sr,6-6,Aaron Nkrumah,Tennessee St.,OVC,30,Wing G,80.2,2.7,3.1,5.2,3.2,2,109.8,106.2,27.2,48.3,54,4,16,17.9,15.3,1.6,4.9
482,Jr,6-2,BJ Davis,San Diego St.,MWC,32,Combo G,55,2.7,2.9,6.7,3.3,3.4,118.4,96.5,23.2,50.6,57.5,2.9,13.1,18.7,10.8,0.8,2.8
483,So,6-8,Brant Byers,Miami OH,MAC,31,Wing F,78.6,2.6,2.6,1,1.9,-0.9,122.2,110.6,18.3,57.7,63,3.3,11.4,3.1,9.6,1.2,1.1
484,Jr,6-10,Armani Mighty,Mercer,SC,29,C,81.1,2.6,2.8,1.2,2.1,-0.8,120.3,109.4,20.2,63.4,61.8,14.3,23.2,5.9,14.5,5.8,1.1
485,Jr,6-7,Paul Djobet,Nebraska Omaha,Sum,20,Stretch 4,51.2,2.6,2.1,2.6,3.6,-1,111,113.8,28.6,58,60.4,6.2,19.3,15.3,16.4,1.9,1.6
486,Sr,6-4,Larry Hughes II,Cal St. Northridge,BW,31,Combo G,77.3,2.6,2.6,2.1,1.7,0.4,113.5,111.2,21.3,53.4,57.9,0.6,8.7,5.1,11,1,2.5
487,Sr,6-6,Evan Mahaffey,Akron,MAC,33,Wing G,72.4,2.6,3.2,5.2,2.2,3.1,125,102.6,17.6,58.5,58.6,8.3,13.7,18.8,14.4,2.8,3.3
488,So,6-4,Ty Robinson,Central Arkansas,ASun,32,Wing G,68.9,2.6,2.9,5.4,3.9,1.5,122,104.4,22.5,57.4,59.9,6.8,16.9,14.2,10.3,1.3,3.9
489,Jr,6-1,Jahari Williamson,Kent St.,MAC,32,Combo G,63.2,2.6,1.8,2.9,2.6,0.3,136,113.9,13.8,61.5,64.4,2.9,5.6,6,6.3,0.1,1.9
490,Sr,6-6,Casey Simmons,Yale,Ivy,29,Wing G,66.9,2.6,2.3,2.4,2.1,0.2,126.3,109.4,17.2,59.6,61.3,5.5,12.8,7.2,8.6,2.9,1.6
491,Sr,6-9,Khamari McGriff,Kansas St.,B12,28,C,44.2,2.6,2.2,4,1.8,2.1,127,103.3,18.6,68.4,68.7,8.9,15.4,9.4,14.5,5.5,1.7
492,Sr,5-11,Bernie Blunt,Mercyhurst,NEC,32,Combo G,77.9,2.6,2.2,1.4,2.9,-1.5,110.6,114,28.4,47.8,54.6,2.4,10.1,14.6,9.1,0.1,2.2
493,Sr,6-4,Zane Nelson,Denver,Sum,29,Combo G,62.2,2.6,1.3,1.7,3.2,-1.6,115.5,119.3,26.7,52.9,57.2,2.2,15,19.6,13.4,0.7,2.3
494,Fr,5-11,Aiden Argabright,Richmond,A10,30,Scoring PG,56.8,2.6,2,1.9,1.2,0.7,122.5,109.8,21.4,48.7,60,1.3,8.3,16,8.9,0,2.7
495,Jr,7-0,Patrick Wessler,UNC Wilmington,CAA,32,C,67.8,2.6,3.2,3.1,2.4,0.7,116,100.8,24.8,58.8,58.5,13.7,24.4,9.1,13.4,3.6,1.3
496,Jr,6-7,Camden Heide,Texas,SEC,34,Wing G,54.5,2.6,2.2,3.3,2.4,0.9,139.2,106.2,10,65.5,66,4.4,9.6,4.4,9.2,0.5,1.1
497,Jr,6-0,Damari Wheeler-Thomas,North Dakota St.,Sum,29,Combo G,68.9,2.6,2.6,1.2,1.4,-0.2,115.2,109.3,23.7,49.9,54.6,3.8,10.2,16.1,11.6,0,2
498,So,6-10,Austin Rapp,Wisconsin,B10,30,Stretch 4,48.9,2.6,2.5,5.5,4.2,1.3,120.1,103,19.5,54.6,57.8,5.3,14.4,12.3,10.8,2.4,1.2
499,Sr,6-4,Michael Osei-Bonsu,Missouri St.,CUSA,28,PF/C,63.7,2.6,2.6,2.7,2.1,0.6,106.7,107.5,30.2,57.6,57.3,12,19,20.3,18.1,3.2,2.6
500,Sr,6-8,Cam Morris III,East Tennessee St.,SC,32,Wing F,64.6,2.6,2.7,3.5,2.3,1.2,120,104.3,25.2,59.9,62.2,9.2,15.6,12.2,13.2,6.3,2.8
501,Jr,6-7,Justin McBride,James Madison,SB,30,Stretch 4,63.3,2.6,2,1.6,2.8,-1.2,113.6,113.1,26.8,55.5,59.1,5.6,17.1,11.8,14.6,2.5,0.8
502,Jr,6-7,Rihards Vavers,Washington St.,WCC,28,Wing F,57.1,2.6,2,3.9,4.5,-0.6,122.7,111.5,17.4,61,63.5,3.6,14.9,3.5,11.4,1.2,1.5
503,So,6-3,Elijah Crawford,Illinois Chicago,MVC,23,Pure PG,44.4,2.6,2.6,4.6,3.1,1.5,107.3,104.9,31.1,49.3,53,1.9,11.2,43,19,1.4,3.3
504,Sr,6-9,William Kyle III,Syracuse,ACC,32,C,68.8,2.6,3.5,6.6,3,3.6,121.4,97.9,15.4,66.1,62.7,11.6,17.2,5.9,14,9.6,2.1
505,Jr,7-2,Anton Bonke,Charlotte,Amer,33,C,62.9,2.6,2.3,2.7,2.9,-0.2,119.4,108.4,21.3,60,61.6,14.4,23.7,9.1,17,6.8,0.6
506,Fr,6-6,Jamier Jones,Providence,BE,31,Wing G,58.9,2.6,2.3,2.6,2.1,0.5,114.1,108.5,21.3,59.5,61.7,5.9,13.1,9.6,17.6,1,1.9
507,Fr,6-7,Ivan Kharchenkov,Arizona,B12,39,Wing G,70.6,2.6,4.3,8,3.3,4.7,116.3,90.6,17.4,54.6,57.5,4.7,11.1,13,16.6,1,2.7
508,Sr,6-8,Jacob Crews,Missouri,SEC,33,Stretch 4,51.3,2.6,1.9,3.6,4.5,-1,132.6,107.3,15.6,61.6,64.8,7.8,13.1,2.1,9.8,0.7,0.6
509,Sr,6-5,Josh Omojafo,South Florida,Amer,33,Wing G,67.2,2.6,2.9,3,2,1,122,103.7,17.9,49.8,58.5,7.4,12.9,10.4,13.4,0.6,1.6
510,So,6-5,Ishan Sharma,Saint Louis,A10,34,Combo G,56,2.6,2.5,4.7,3.6,1,131.6,102.1,15.2,61.6,64.4,1.6,10.6,9.8,8.6,0.3,1.6
511,Jr,6-6,Coen Carr,Michigan St.,B10,35,Wing F,72.6,2.6,4,5.1,2.3,2.8,112.9,94.7,19.5,55.4,57.4,6.5,15.1,7.9,14.4,3.6,0.9
512,Sr,6-10,Mohamed Wague,Oklahoma,SEC,37,C,55.2,2.6,2.6,5.1,2.6,2.5,126.1,100.7,17.5,60.4,63.3,16.9,17.7,9.4,17.7,7.5,2
513,Sr,6-5,Houston Mallette,Alabama,SEC,35,Wing G,57.9,2.6,2.5,4.2,3.3,0.8,130.6,103.5,12.4,52.9,56.2,7.4,11.6,7.4,7.5,0,1.5
514,Sr,6-3,Orlando Lovejoy,Detroit Mercy,Horz,30,Scoring PG,78.4,2.6,2.4,1.5,0.8,0.7,110.6,111.9,26.5,45.2,53.2,2.2,10.7,24.1,14.1,0.5,3
515,Sr,6-3,Javohn Garcia,McNeese St.,Slnd,28,Combo G,65.6,2.6,3.4,4.4,1.9,2.5,121.7,101.6,17.2,52.6,56.4,1.6,10.7,9.7,7,3.6,3.3
516,Sr,6-3,Marcus Banks,Massachusetts,MAC,32,Combo G,81.7,2.6,2.5,1.7,2.2,-0.4,115.5,112.4,21,54.4,57.2,1,8.7,9.9,11,0.2,2.1
517,So,6-5,Collin Chandler,Kentucky,SEC,36,Combo G,67.5,2.6,3.3,5.5,2.6,3,121,99.3,15.8,57.5,60.5,1.5,9.6,14.3,14.5,1.1,2.6
518,Sr,6-2,Shammah Scott,Akron,MAC,33,Combo G,67.9,2.6,2.1,1.5,2.9,-1.3,121.9,112.2,20.1,57.3,59.1,0.5,9,16.6,11.9,0.4,0.6
519,So,6-8,Royce Parham,Marquette,BE,31,Wing F,69,2.6,3,3,2.5,0.5,113.9,103.7,19.5,58.4,59.9,7,12,6.5,13.8,3.1,1.4
520,Jr,6-7,Jordan Pyke,Incarnate Word,Slnd,24,Wing F,55.6,2.6,1.7,1,2.3,-1.4,116.2,115.7,23.4,54.8,58.3,6.2,18.4,12.7,13.3,1.7,1.3
521,Sr,6-0,Brayden Maldonado,Seattle,WCC,30,Scoring PG,72,2.6,3.9,5,2.7,2.3,110.3,98.5,23.8,51.3,56.1,1.8,11.6,20.1,12.3,0.5,2.7
522,So,6-3,Justin Pippen,California,ACC,31,Scoring PG,71.8,2.6,3.9,5.5,2.4,3,104,97.8,27.2,44.2,51.5,2.6,11.7,29.4,17.3,2.2,3.4
523,Sr,6-3,Tayton Conerway,Indiana,B10,29,Scoring PG,47.7,2.6,2.6,6.3,3.3,3,114.7,99.7,25.1,61.1,63.9,4.3,11.5,31.6,22.6,0.9,3
524,Sr,6-1,Leland Walker,Wyoming,MWC,32,Scoring PG,71.4,2.6,2.6,1.6,2.1,-0.5,107.8,108,27,45.8,52.1,3.5,9.3,26.7,17.2,0.9,1.7
525,So,6-3,Bryce Lindsay,Villanova,BE,33,Combo G,70.7,2.6,2.9,2.1,2,0.1,110.9,105.3,21.5,49.6,52.8,2.3,6.4,13.5,11.2,0,1.5
526,Sr,6-3,Dylan Andrews,Boise St.,MWC,30,Combo G,71.8,2.6,2.9,2.2,2,0.2,109.8,105.6,23.4,45.3,54.6,0.9,9.8,20.2,17.5,0.3,1.3
527,Jr,6-8,Eric Dailey Jr.,UCLA,B10,35,Wing F,66.5,2.6,3.4,3.8,2.4,1.4,110.7,98.5,21.6,53.4,55.9,6.8,18.7,9.5,13.7,1.2,1.9
528,Fr,6-5,CJ Shaw,UC Santa Barbara,BW,30,Combo G,72.3,2.6,2,1.3,1.8,-0.5,118.9,114.2,19,58.8,64.5,2.7,5.1,15,19.2,0.4,2
529,So,6-9,Grant Randall,Quinnipiac,MAAC,31,Wing F,79.1,2.6,2.8,1.3,1,0.3,124.9,109.2,15.6,53.6,57.2,7.4,16.2,4.6,6.3,2.4,1.7
530,Jr,6-2,Malik Mack,Georgetown,BE,34,Scoring PG,79.8,2.6,3,1.6,1.8,-0.2,104.9,107.3,24.2,45,50.2,1.5,9.1,26.1,15.3,0.5,1.6
531,Sr,6-9,AJ Casey,Evansville,MVC,30,Wing F,75,2.6,2.4,1.6,1.8,-0.1,108.1,111.6,24.9,54.8,58.4,7.6,16.4,16.7,16.6,2.4,2.3
532,Fr,7-0,Malachi Moreno,Kentucky,SEC,36,C,56.4,2.6,3.1,6.4,2.7,3.7,121.9,95.3,18.2,58.2,62.3,12.2,18.9,13.6,17.7,7.3,1.3
533,Jr,6-4,Khaden Bennett,Wyoming,MWC,32,Combo G,70.6,2.6,3,4.2,2.1,2.2,118.1,103.6,19,49.4,55.4,6,14.6,17.8,14.4,0.4,3.1
534,So,6-4,Andre Mills,Maryland,B10,33,Wing G,66.3,2.6,2.4,2.7,2.8,-0.1,108.2,108.2,24.4,49.2,53.3,5.8,12.6,14.5,15.7,1.4,1.2
535,Sr,6-9,Brenen Lorient,West Virginia,B12,34,PF/C,70.1,2.6,3.8,6,2.4,3.6,111.5,96.3,21.8,58,59.6,7.4,13.9,14.7,18.8,5.3,1.4
536,Sr,6-8,Alex Steen,Florida St.,ACC,32,C,48,2.6,2.2,4.1,2.8,1.2,130.9,102.4,16.5,63.2,66.3,15,16.8,7.8,14.9,4.3,1.9
537,So,6-4,Jeremiah Johnson,Campbell,CAA,32,Wing G,82.6,2.5,2.1,-0.7,0.8,-1.5,112,115.9,21.5,50.3,58.3,2.1,10.7,11.9,17.5,0.5,1.2
538,Sr,6-2,Nate Calmese,Wake Forest,ACC,26,Pure PG,45.3,2.5,2.4,4.7,4,0.7,114.2,106.1,23,55.5,57.1,1.7,7.5,35.6,18.9,0.6,3
539,Jr,6-1,Brandon Rechsteiner,Colorado St.,MWC,33,Combo G,70.1,2.5,2.2,2.1,3.1,-1,113.6,111.3,21.7,58.5,60.3,2.4,7.2,19.1,17.9,0.3,1.7
540,So,6-11,Sebastian Rancik,Colorado,B12,29,Stretch 4,61,2.5,2.8,3,2.1,0.8,110.3,105.2,22.3,48,56.3,4.8,18.2,12.4,15.8,1.9,1.9
541,Fr,6-7,Nasir Meyer,Wyoming,MWC,30,Wing G,65.1,2.5,2.8,3.5,3,0.5,112.7,105.5,22.9,53.6,57,4.4,16.9,17.4,16.7,0.3,2.1
542,So,6-6,Jelani Hamilton,Georgia St.,SB,26,Combo G,68.2,2.5,2.7,2.6,2,0.6,106.7,109.6,28.9,43.6,53.2,2.6,13.2,18.1,12.3,1.2,3.3
543,Jr,6-0,Jaden Winston,Manhattan,MAAC,31,Scoring PG,88.2,2.5,1.7,0,0.3,-0.3,111.1,120.4,23,51.2,57.5,2.1,7.5,22.9,16.9,0.1,4.2
544,So,6-9,Elijah Price,Nevada,MWC,37,PF/C,73.9,2.5,4,3.9,1.1,2.7,109.7,95.7,23.3,46.3,56.5,9.3,24.4,7.5,16.2,7.1,2.4
545,Sr,6-5,Oziyah Sellers,St. John's,BE,37,Wing G,71.3,2.5,3.6,2.9,1.1,1.8,118,98.3,15.5,51.3,54.7,1.9,8.6,10,8.6,1,1.1
546,Jr,6-4,RJ Johnson,Kennesaw St.,CUSA,31,Scoring PG,70.3,2.5,2.3,2.2,2.7,-0.4,110.8,111.4,25.2,51.3,53.9,2.2,9,27.7,15.3,1.3,2.2
547,Sr,6-3,Brent Bland,Saint Peter's,MAAC,28,Wing G,83.5,2.5,3,2.9,2,0.9,118,108.1,19,50,54.7,4.3,13.6,9.6,10.2,1.3,3.4
548,Sr,6-5,Nasir Mann,Queens,ASun,34,Wing G,75.3,2.5,1.9,0.8,2.1,-1.3,118.7,116.3,21.5,54.8,58.8,5.6,15.9,16.2,14.1,0.6,2.1
549,Sr,6-6,Kowacie Reeves Jr.,Georgia Tech,ACC,29,Wing G,70.4,2.5,2.9,3,2.5,0.5,110.5,106.6,21.5,54.4,57.3,3,10.5,8.1,12.2,2.5,1.7
550,Fr,6-11,Chris Cenac Jr,Houston,B12,37,PF/C,61.8,2.5,4.2,6.1,3.1,3,116.1,85.2,19.5,53.6,54.6,10.1,26.1,5.5,11.4,2.6,1.9
551,Jr,7-1,Christian Reeves,Charleston,CAA,30,C,51.5,2.5,2.4,4.5,4.1,0.5,125.1,102.5,22.3,65.2,65,15,24.4,4,11.4,7.7,0.7
552,Sr,6-5,Kobe Knox,South Carolina,SEC,32,Wing G,74.1,2.5,3,2.7,1,1.6,116,105.3,18.4,54.1,59.2,4.5,9.7,13.7,14.1,0.7,2.1
553,Sr,6-7,Michael Imariagbe,Wright St.,Horz,32,PF/C,59.3,2.5,2.3,2.4,2.2,0.2,118.6,107.1,25,58.9,62,13.3,21.6,14.3,17.7,3.3,1.3
554,So,6-10,Jovan Milicevic,Xavier,BE,33,Stretch 4,64.9,2.5,2.3,1.7,2.3,-0.7,110.6,108.8,21.8,54.9,57.2,5.5,11.6,10.2,12.6,2.4,1.4
555,So,6-4,Nyle Ralph-Beyer,Sacred Heart,MAAC,30,Wing G,72,2.5,1.2,0,2.9,-2.9,119.4,123.3,18.9,59.6,61.6,4,10.3,4.9,10.1,0.6,0.9
556,Jr,6-7,Bobby Durkin,Minnesota,B10,33,Wing G,81,2.5,3.4,3.4,2.4,1,119.5,104.2,14.6,58.8,61,2.3,10.1,11.5,10.5,0.6,1.6
557,Sr,6-5,Rylan Griffen,Texas A&M,SEC,32,Scoring PG,59.8,2.5,3.1,6.7,3.5,3.1,117.7,99.7,19.2,57.7,60.9,3,8.4,16.8,16.6,1.9,3.3
558,Sr,6-3,Ty Harper,Oral Roberts,Sum,29,Combo G,70.3,2.5,1.7,-0.3,2.1,-2.4,104.8,117.3,32.6,48.1,54.9,3.3,8,20.3,16.9,0.4,1.9
559,Sr,6-4,Justice Williams,Western Michigan,MAC,18,Wing G,46.5,2.5,1.6,-0.2,2.3,-2.5,111.7,119,23.9,50.2,55.4,3.3,10.1,13.6,12.5,0,1.2
560,Jr,6-3,Kahlil Singleton,Canisius,MAAC,29,Wing G,84.3,2.5,1.6,-1,1.4,-2.4,120.4,121.5,17.2,53.9,57.9,1.9,8.8,6.5,5.7,0.3,0.4
561,So,6-9,Drew Scharnowski,Belmont,MVC,30,C,52.2,2.5,2.5,6.4,3.5,2.9,116.7,101.2,25.7,68.3,62.5,12.7,19.5,22.1,17.9,7.9,2
562,Sr,6-2,Tyler Cochran,Rhode Island,A10,32,Wing G,76.6,2.5,4.2,6.3,2.5,3.8,106.9,95.1,26.4,50.3,54.6,5.3,19.2,13.8,15.4,0.8,5.2
563,Sr,6-5,Jaidon Lipscomb,Cleveland St.,Horz,30,Scoring PG,69.1,2.5,1.1,1.6,3.8,-2.2,118.5,122.7,21.4,61.4,64.6,1.7,11.1,20.7,18,1.2,2.4
564,Jr,6-6,LeJuan Watts,Texas Tech,B12,33,Wing F,66.1,2.5,3.4,2.1,0.8,1.3,104.8,98.3,25.6,47.5,53.4,8,16.7,15.7,20.9,0.9,1.4
565,Sr,6-3,Dion Brown,Saint Louis,A10,34,Wing G,59.8,2.5,3,3.8,2,1.8,119.1,97.9,20.2,65.2,66.5,7.1,16.9,12,19.9,1.4,1.8
566,Jr,6-4,Braeden Shrewsberry,Notre Dame,ACC,31,Combo G,80.4,2.5,2.8,1.8,2.2,-0.3,113.6,109.5,17.3,53.2,55.5,0.2,10.7,11.4,11.9,0.5,0.8
567,Jr,6-7,Frankquon Sherman,Kennesaw St.,CUSA,32,Stretch 4,64.5,2.5,2.7,1.9,2.1,-0.2,120.2,104.4,19.9,52.1,57.6,13.7,22.2,7.5,13.4,3.2,2.1
568,Jr,6-3,Ace Valentine,UMBC,AE,30,Combo G,78.9,2.5,2.6,1.1,0.8,0.2,121.8,111.4,18.6,58.5,61.5,0.4,13.3,21.8,13.4,0.1,1.6
569,Jr,6-4,KJ Lewis,Georgetown,BE,28,Combo G,61.1,2.5,3.6,5.2,2.1,3.1,102.6,99.2,27.6,45.6,51.5,4.6,15,18,16,2.2,4.2
570,Sr,6-5,Ethan Roberts,Penn,Ivy,22,Combo G,58.4,2.5,2.7,0.5,0.9,-0.4,106.7,109.3,27.3,45.2,52.4,2.9,11.4,15.9,12.5,0.5,1.7
571,Sr,6-6,Jamal West Jr.,UTEP,CUSA,28,Wing F,79.2,2.5,2.9,1.2,0.7,0.5,109,107.5,24.3,54.1,57.7,8.1,16.7,10.6,15.4,5.3,1.7
572,Jr,6-3,Josh Pascarelli,Colorado St.,MWC,26,Wing G,52.4,2.5,2.2,2.2,2.8,-0.6,121.8,111,17.1,60,61.6,3.6,9.8,10.5,11.6,0.2,1.5
573,Fr,6-4,Cayden Boozer,Duke,ACC,38,Scoring PG,57,2.5,3.3,5.2,1.8,3.4,119.6,92.8,18,54.8,59.2,2.4,8.6,22.2,19.6,0.4,2.1
574,So,6-2,Styles Phipps,Pepperdine,WCC,30,Scoring PG,85.2,2.5,2.7,0.6,0.8,-0.2,104.6,111.6,24.9,45,51.9,6.5,13.6,31.8,19.4,0.5,2.5
575,Jr,6-9,Cam Manyawu,Iowa,B10,37,C,47.8,2.4,2.6,5.9,2.8,3,125,94.7,18.5,63.1,62.7,12.9,19.9,10.9,13.6,3.8,2.7
576,Fr,6-1,Joel Foxwell,Portland,WCC,32,Pure PG,88.9,2.4,3,1.1,1.9,-0.8,102.2,110.2,26.9,47.2,50.9,2,11.8,36.8,18.6,0.3,2.2
577,Sr,6-7,Connor Hollenbeck,Idaho St.,BSky,30,Wing F,74.9,2.4,1.8,-0.3,1.5,-1.8,113.4,117,22.5,52.2,57.8,7.3,12.5,10.9,16.7,1.1,1.9
578,So,6-8,Will Hornseth,Northern Iowa,MVC,34,Wing F,65,2.4,3.3,4.6,2.5,2.2,112.6,98.9,23.4,61.1,60.3,6.3,15.1,18.5,15,3.1,1.2
